date,name,category,value
2132-12-17 00:37:00,02-Fluids (Crystalloids),Fluids/Intake,87.33333593606949
2132-12-15 20:18:00,01-Drips,Medications,4.302369236946106
2132-12-15 23:56:00,01-Drips,Medications,7.500059902667998
2132-12-15 22:02:00,01-Drips,Medications,20.907500356435776
2132-12-15 21:01:00,01-Drips,Medications,8.134269997477531
2132-12-16 02:22:00,01-Drips,Medications,21.56463525898289
2132-12-15 20:55:00,01-Drips,Medications,15.152294392464682
2132-12-15 23:41:00,01-Drips,Medications,4.244467669195728
2132-12-15 23:41:00,01-Drips,Fluids/Intake,21.222337022423744
2132-12-15 20:55:00,01-Drips,Fluids/Intake,75.76146119832993
2132-12-15 22:02:00,01-Drips,Fluids/Intake,20.907500356435776
2132-12-15 20:18:00,01-Drips,Fluids/Intake,4.302369236946106
2132-12-16 02:22:00,01-Drips,Fluids/Intake,107.82316625118256
2132-12-15 23:56:00,01-Drips,Fluids/Intake,7.500059902667998
2132-12-15 21:01:00,01-Drips,Fluids/Intake,8.134269997477531
2130-10-28 21:02:00,02-Fluids (Crystalloids),Fluids/Intake,75.1666689068079
2130-10-27 22:59:00,01-Drips,Medications,11.689302742481232
2130-10-28 04:14:00,01-Drips,Medications,1.9666667692363264
2130-10-27 21:30:00,01-Drips,Medications,10.377899922430515
2130-10-28 05:13:00,01-Drips,Medications,4.997592978179455
2130-10-28 00:17:00,01-Drips,Medications,3.664976507425308
2130-10-28 01:12:00,01-Drips,Medications,0.8995850421488285
2130-10-27 20:30:00,01-Drips,Medications,3.000000044703484
2130-10-27 21:30:00,01-Drips,Fluids/Intake,10.377899922430515
2130-10-28 04:14:00,01-Drips,Fluids/Intake,1.9666667692363264
2130-10-27 22:59:00,01-Drips,Fluids/Intake,11.689302742481232
2130-10-28 01:12:00,01-Drips,Fluids/Intake,0.8995850421488285
2130-10-28 00:17:00,01-Drips,Fluids/Intake,3.664976507425308
2130-10-27 20:30:00,01-Drips,Fluids/Intake,3.000000044703484
2130-10-28 05:13:00,01-Drips,Fluids/Intake,4.997592978179455
2130-10-27 22:56:00,01-Drips,Fluids/Intake,26.249999642372128
2130-10-28 04:07:00,01-Drips,Fluids/Intake,5.714285910129547
2130-10-27 22:56:00,01-Drips,Medications,262.50000949949026
2130-10-28 04:07:00,01-Drips,Medications,57.142862817272544
2150-06-03 20:47:00,02-Fluids (Crystalloids),Fluids/Intake,426.6666564941406
2111-11-14 00:30:00,01-Drips,Fluids/Intake,12.175324559211733
2111-11-14 23:14:00,01-Drips,Fluids/Intake,8.435201644897461
2111-11-14 03:19:00,01-Drips,Fluids/Intake,46.56694006919861
2111-11-14 05:00:00,01-Drips,Fluids/Intake,49.6987920999527
2111-11-14 03:50:00,01-Drips,Fluids/Intake,63.25300812721253
2111-11-15 04:14:00,01-Drips,Fluids/Intake,77.14931666851044
2111-11-14 01:20:00,01-Drips,Fluids/Intake,22.229163497686383
2111-11-14 02:21:00,01-Drips,Fluids/Intake,35.505587339401245
2111-11-14 03:00:00,01-Drips,Fluids/Intake,32.33332872390747
2111-11-14 00:20:00,01-Drips,Fluids/Intake,184.45121669769287
2111-11-15 05:29:00,01-Drips,Fluids/Intake,36.44914484024048
2111-11-15 01:00:00,01-Drips,Fluids/Intake,105.40849685668944
2111-11-14 00:20:00,01-Drips,Fluids/Intake,16.233766078948975
