date,name,category,value
2132-12-15,01-Drips,Fluids/Intake,9.543985962867737
2132-12-15,01-Drips,Fluids/Intake,4.437869876623154
2132-12-15,02-Fluids (Crystalloids),Fluids/Intake,158.16667138040066
2132-12-15,01-Drips,Fluids/Intake,3.631782531738281
2132-12-15,01-Drips,Fluids/Intake,1.8968133628368375
2132-12-15,01-Drips,Fluids/Intake,0.1137915328145027
2132-12-15,01-Drips,Fluids/Intake,2.0492025911808014
2132-12-15,01-Drips,Fluids/Intake,1.3619182705879211
2132-12-15,01-Drips,Fluids/Intake,3.6430273056030273
2132-12-17,02-Fluids (Crystalloids),Fluids/Intake,87.33333593606949
2132-12-15,01-Drips,Fluids/Intake,2.3896222412586208
2132-12-15,01-Drips,Fluids/Intake,32.75690031051636
2132-12-15,01-Drips,Fluids/Intake,1.4792899265885353
2132-12-15,01-Drips,Fluids/Intake,2.8452200442552567
2132-12-15,01-Drips,Medications,3.9000000581145287
2132-12-15,01-Drips,Medications,4.302369236946106
2132-12-15,01-Drips,Medications,5.736492529511452
2132-12-15,01-Drips,Medications,7.500059902667998
2132-12-15,01-Drips,Medications,0.4167389124631881
2132-12-15,01-Drips,Medications,3.601290196180344
2132-12-15,01-Drips,Medications,20.907500356435776
2132-12-15,01-Drips,Medications,5.500954136252403
2132-12-15,01-Drips,Medications,8.134269997477531
2132-12-15,01-Drips,Medications,0.6828528603364247
2132-12-15,01-Drips,Medications,0.4552352038444951
2132-12-16,01-Drips,Medications,21.56463525898289
2132-12-15,01-Drips,Medications,1.093394123017788
2132-12-15,01-Drips,Medications,3.0523921705025714
2132-12-15,01-Drips,Medications,9.293850787798874
2132-12-16,01-Drips,Medications,1.0921501088887453
2132-12-15,01-Drips,Medications,1.0022779460996387
2132-12-15,01-Drips,Medications,15.152294392464682
2132-12-15,01-Drips,Medications,4.244467669195728
2132-12-16,01-Drips,Medications,6.955908233067021
2132-12-15,01-Drips,Medications,1.4572110958397388
2132-12-15,01-Drips,Medications,0.5917160015087574
2132-12-15,01-Drips,Medications,13.102760771289468
2132-12-15,01-Drips,Medications,1.7751480045262724
2132-12-15,01-Drips,Medications,0.0455166155006736
2132-12-15,01-Drips,Medications,0.819681110442616
2132-12-15,01-Drips,Medications,3.8175943773239847
2132-12-15,01-Drips,Medications,0.5447673029266297
2132-12-15,01-Drips,Medications,0.9558489255141466
2132-12-15,01-Drips,Medications,1.4527130406349895
2132-12-16,01-Drips,Fluids/Intake,34.779539823532104
2132-12-15,01-Drips,Fluids/Intake,3.9000000581145287
2132-12-15,01-Drips,Fluids/Intake,21.222337022423744
2132-12-15,01-Drips,Fluids/Intake,0.4167389124631881
2132-12-15,01-Drips,Fluids/Intake,75.76146119832993
2132-12-15,01-Drips,Fluids/Intake,5.0113894641399375
2132-12-15,01-Drips,Fluids/Intake,15.261957824230194
2132-12-15,01-Drips,Fluids/Intake,3.601290196180344
2132-12-15,01-Drips,Fluids/Intake,20.907500356435776
2132-12-15,01-Drips,Fluids/Intake,5.466969966888428
2132-12-15,01-Drips,Fluids/Intake,5.500954136252403
2132-12-15,01-Drips,Fluids/Intake,4.302369236946106
2132-12-15,01-Drips,Fluids/Intake,5.736492529511452
2132-12-16,01-Drips,Fluids/Intake,107.82316625118256
2132-12-15,01-Drips,Fluids/Intake,7.500059902667998
2132-12-15,01-Drips,Fluids/Intake,8.134269997477531
2132-12-16,01-Drips,Fluids/Intake,5.460750102996825
2132-12-15,01-Drips,Fluids/Intake,46.46924775838852
2132-12-15,01-Drips,Fluids/Intake,52.91970774531365
2132-12-15,01-Drips,Fluids/Intake,38.852669447660446
2132-12-15,01-Drips,Medications,388.5266976431012
2132-12-15,01-Drips,Medications,529.1970761027187
2142-08-30,02-Fluids (Crystalloids),Fluids/Intake,273.000008136034
2142-08-30,02-Fluids (Crystalloids),Fluids/Intake,40.000001192092896
2130-10-27,01-Drips,Fluids/Intake,13.805798292160034
2130-10-28,02-Fluids (Crystalloids),Fluids/Intake,75.1666689068079
2130-10-27,01-Drips,Fluids/Intake,2.5882842242717743
2130-10-28,02-Fluids (Crystalloids),Fluids/Intake,31.66666761040688
2130-10-27,01-Drips,Fluids/Intake,1.9558214247226715
2130-10-27,01-Drips,Fluids/Intake,3.278881553560496
2130-10-27,01-Drips,Fluids/Intake,2.3009663820266724
2130-10-27,01-Drips,Medications,11.689302742481232
2130-10-28,01-Drips,Medications,1.9666667692363264
2130-10-28,01-Drips,Medications,8.29600527137518
2130-10-27,01-Drips,Medications,1.5000000782310965
2130-10-27,01-Drips,Medications,10.377899922430515
2130-10-28,01-Drips,Medications,4.997592978179455
2130-10-28,01-Drips,Medications,3.664976507425308
2130-10-28,01-Drips,Medications,0.8995850421488285
2130-10-27,01-Drips,Medications,3.000000044703484
2130-10-27,01-Drips,Medications,3.3133918623207137
2130-10-27,01-Drips,Medications,0.7869316041251295
2130-10-27,01-Drips,Medications,0.5522319406736642
2130-10-27,01-Drips,Medications,0.4693971804954344
2130-10-27,01-Drips,Medications,0.6211882136994972
2130-10-27,01-Drips,Fluids/Intake,10.377899922430515
2130-10-27,01-Drips,Fluids/Intake,1.5000000782310965
2130-10-28,01-Drips,Fluids/Intake,1.9666667692363264
2130-10-27,01-Drips,Fluids/Intake,11.689302742481232
2130-10-28,01-Drips,Fluids/Intake,0.8995850421488285
2130-10-28,01-Drips,Fluids/Intake,3.664976507425308
2130-10-27,01-Drips,Fluids/Intake,3.000000044703484
2130-10-28,01-Drips,Fluids/Intake,8.29600527137518
2130-10-28,01-Drips,Fluids/Intake,4.997592978179455
2130-10-27,01-Drips,Fluids/Intake,37.56906032562256
2130-10-27,01-Drips,Fluids/Intake,26.249999642372128
2130-10-28,01-Drips,Fluids/Intake,5.714285910129547
2130-10-27,01-Drips,Medications,262.50000949949026
2130-10-28,01-Drips,Medications,57.142862817272544
2130-10-27,01-Drips,Medications,375.6906222552061
2150-06-04,02-Fluids (Crystalloids),Fluids/Intake,870.9273099899292
2150-06-04,02-Fluids (Crystalloids),Fluids/Intake,70.10189151763916
2150-06-03,02-Fluids (Crystalloids),Fluids/Intake,426.6666564941406
2111-11-14,01-Drips,Fluids/Intake,42.447602391242974
2111-11-14,01-Drips,Fluids/Intake,10.128049850463867
2111-11-14,01-Drips,Fluids/Intake,12.175324559211733
2111-11-14,01-Drips,Fluids/Intake,8.435201644897461
2111-11-15,01-Drips,Fluids/Intake,42.50000063329935
2111-11-14,01-Drips,Fluids/Intake,46.56694006919861
2111-11-15,01-Drips,Fluids/Intake,94.35651779174803
2111-11-15,01-Drips,Fluids/Intake,85.80545836687088
2111-11-14,01-Drips,Fluids/Intake,49.6987920999527
2111-11-14,01-Drips,Fluids/Intake,63.25300812721253
2111-11-15,01-Drips,Fluids/Intake,77.14931666851044
2111-11-14,01-Drips,Fluids/Intake,63.889868259429925
2111-11-14,01-Drips,Fluids/Intake,126.61096227169035
2111-11-14,01-Drips,Fluids/Intake,22.229163497686383
2111-11-14,01-Drips,Fluids/Intake,35.505587339401245
2111-11-14,01-Drips,Fluids/Intake,32.33332872390747
2111-11-15,01-Drips,Fluids/Intake,17.598755836486816
2111-11-15,01-Drips,Fluids/Intake,215.8807237148285
2111-11-14,01-Drips,Fluids/Intake,184.45121669769287
2111-11-15,01-Drips,Fluids/Intake,36.44914484024048
2111-11-14,01-Drips,Fluids/Intake,9.759033769369124
2111-11-14,01-Drips,Fluids/Intake,28.673828542232517
2111-11-15,01-Drips,Fluids/Intake,105.40849685668944
2111-11-14,01-Drips,Fluids/Intake,6.550794839859009
2111-11-14,01-Drips,Fluids/Intake,41.36359143257141
2111-11-14,01-Drips,Fluids/Intake,78.08104079961775
2111-11-14,01-Drips,Fluids/Intake,34.648430585861206
2111-11-14,01-Drips,Fluids/Intake,16.233766078948975
2111-11-14,01-Drips,Fluids/Intake,57.974671125411994
2111-11-14,01-Drips,Fluids/Intake,29.325506091117855
2111-11-14,01-Drips,Medications,7.75999971665442
2111-11-14,01-Drips,Medications,2.922078128904104
2111-11-14,01-Drips,Medications,3.896104171872139
2111-11-14,01-Drips,Medications,5.334999805199914
2111-11-15,01-Drips,Medications,16.99999962002039
2111-11-15,01-Drips,Fluids/Intake,20.666667744517326
2111-11-14,01-Drips,Medications,0.0566666703889495
2111-11-14,01-Drips,Medications,0.8491667224461708
2111-11-14,01-Drips,Fluids/Intake,1.1333333924412727
2111-11-15,01-Drips,Fluids/Intake,36.0959929227829
2111-11-14,01-Drips,Fluids/Intake,98.83494858443736
2111-11-15,01-Drips,Fluids/Intake,14.56310637295246
2111-11-14,01-Drips,Fluids/Intake,16.98333421908319
2111-11-15,01-Drips,Medications,2.4687779841769952
2111-11-14,01-Drips,Medications,0.2699264732655137
2111-11-15,01-Drips,Medications,6.9081827969057485
2111-11-15,01-Drips,Medications,2.7457746200525435
2111-11-15,01-Drips,Medications,3.019408322870732
2111-11-14,01-Drips,Medications,2.044475855655037
2111-11-14,01-Drips,Medications,1.8551895482232796
2111-11-14,01-Drips,Medications,1.590361530361406
2111-11-14,01-Drips,Medications,1.4901422582624946
2111-11-14,01-Drips,Medications,1.1361789038346617
2111-11-14,01-Drips,Medications,1.3583233740064315
2111-11-14,01-Drips,Medications,0.9384162694914266
2111-11-14,01-Drips,Medications,0.209625439310912
2111-11-14,01-Drips,Medications,0.3122891339444322
2111-11-15,01-Drips,Medications,1.1663724908430595
2111-11-14,01-Drips,Medications,5.90243929400458
2111-11-15,01-Drips,Medications,0.5631601234199479
2111-11-14,01-Drips,Medications,4.051551068187109
2111-11-14,01-Drips,Medications,2.024096429522615
2111-11-14,01-Drips,Medications,1.3236349768703803
2111-11-14,01-Drips,Medications,2.498593406926375
2111-11-14,01-Drips,Medications,0.9175625837087864
2111-11-15,01-Drips,Medications,3.3730718860169877
2111-11-14,01-Drips,Medications,1.1087498205597512
2111-11-14,01-Drips,Medications,0.3240976147935725
2111-11-15,01-Drips,Medications,360.9599638730288
2111-11-14,01-Drips,Medications,988.3495356189088
2111-11-15,01-Drips,Medications,145.6310710636899
2111-11-15,01-Drips,Medications,20.666666896431707
2167-11-07,01-Drips,Fluids/Intake,21.05641463398933
2167-11-08,01-Drips,Fluids/Intake,6.742492973804474
2167-11-09,01-Drips,Fluids/Intake,0.8333333134651184
2167-11-07,01-Drips,Fluids/Intake,3.5685964822769165
2167-11-08,01-Drips,Fluids/Intake,22.50198858976364
2167-11-08,01-Drips,Fluids/Intake,70.81748847663403
2167-11-09,01-Drips,Fluids/Intake,44.18628983199597
2167-11-08,01-Drips,Fluids/Intake,2.3792558908462524
2167-11-08,02-Fluids (Crystalloids),Fluids/Intake,208.3333283662796
2167-11-07,01-Drips,Medications,8.422564187640091
2167-11-08,01-Drips,Medications,0.9517021680949256
2167-11-07,01-Drips,Medications,1.4274385030148553
2167-11-08,01-Drips,Medications,2.6969965692842375
2167-11-09,01-Drips,Medications,4418.629055023193
2167-11-08,01-Drips,Medications,7081.749140739441
2167-11-09,01-Drips,Medications,83.33333587646483
2167-11-08,01-Drips,Medications,2250.199058532715
2178-12-21,01-Drips,Medications,2.199955366551876
2178-12-21,01-Drips,Medications,3.3838972821831703
2178-12-21,01-Drips,Medications,2.7499443106353283
